bgg_id,mechanic
699,"Dice Rolling, Square Grid, Modular Board, Roll / Spin and Move, Variable Player Powers, Grid Movement, Scenario / Mission / Campaign Game, Role Playing, Team-Based Game, Die Icon Resolution"
700,"Dice Rolling, Hexagon Grid, Variable Player Powers, Grid Movement, Variable Phase Order, Chit-Pull System, Die Icon Resolution"
701,"Dice Rolling, Point to Point Movement, Simulation"
702,"Hand Management, Action Points, Variable Player Powers"
703,Hexagon Grid
704,"Auction/Bidding, Hand Management, Simultaneous Action Selection"
705,"Dice Rolling, Hexagon Grid"
706,"Dice Rolling, Hexagon Grid, Roll / Spin and Move, Grid Movement, Scenario / Mission / Campaign Game, Simulation, Ratio / Combat Results Table, Zone of Control"
707,Hexagon Grid
708,"Dice Rolling, Hexagon Grid"
709,"Hexagon Grid, Chit-Pull System"
710,"Dice Rolling, Area Movement, Secret Unit Deployment"
711,Auction/Bidding
712,"Dice Rolling, Variable Player Powers, Grid Movement"
713,"Hand Management, Negotiation, Action Queue, Take That"
714,"Dice Rolling, Roll / Spin and Move, Variable Player Powers, Role Playing"
715,"Hexagon Grid, Set Collection, Roll / Spin and Move, Grid Movement, Simulation, Drafting, Elapsed Real Time Ending"
716,"Set Collection, Memory"
718,Betting and Bluffing
719,"Dice Rolling, Drafting"
720,Roll / Spin and Move
721,"Dice Rolling, Hexagon Grid, Action Points, Variable Set-up, Grid Movement, Scenario / Mission / Campaign Game, Events, Role Playing, Movement Points, Simulation"
723,Action Points
724,"Dice Rolling, Tile Placement, Square Grid, Variable Set-up, Grid Movement, Events, Team-Based Game"
727,Hexagon Grid
728,Hexagon Grid
730,"Dice Rolling, Simulation, Area Movement, Area-Impulse, Advantage Token"
731,"Dice Rolling, Set Collection, Race, Roll / Spin and Move, Lose a Turn, Events, Player Elimination, Movement Points, Area Movement, Sudden Death Ending, Pick-up and Deliver, Drafting, Card Play Conflict Resolution"
736,Auction/Bidding
740,Hexagon Grid
741,"Dice Rolling, Hexagon Grid"
742,Hexagon Grid
745,Hexagon Grid
746,"Dice Rolling, Hexagon Grid, Variable Set-up, Grid Movement, Scenario / Mission / Campaign Game, Movement Points, Simulation, Ratio / Combat Results Table, Zone of Control"
747,"Dice Rolling, Hexagon Grid, Simulation"
748,"Tile Placement, Pattern Building, Network and Route Building"
751,"Area Majority / Influence, Dice Rolling, Point to Point Movement, Area Movement"
752,"Dice Rolling, Modular Board, Roll / Spin and Move"
753,"Dice Rolling, Hexagon Grid"
754,"Area Majority / Influence, Tile Placement"
755,"Dice Rolling, Area-Impulse"
756,"Paper-and-Pencil, Deduction"
759,Area-Impulse
760,"Hand Management, Set Collection, Melding and Splaying, Deduction, Card Play Conflict Resolution"
761,"Roll / Spin and Move, Campaign / Battle Card Driven"
762,"Dice Rolling, Hand Management, Roll / Spin and Move"
765,Mancala
766,Roll / Spin and Move
767,Voting
768,Worker Placement
769,Variable Player Powers
770,"Hand Management, Team-Based Game, Card Play Conflict Resolution"
771,Area Majority / Influence
772,"Dice Rolling, Roll / Spin and Move, Paper-and-Pencil, Deduction, Betting and Bluffing"
773,Auction/Bidding
775,Hand Management
776,"Set Collection, Real-Time"
781,"Voting, Betting and Bluffing"
782,"Dice Rolling, Roll / Spin and Move, Betting and Bluffing"
784,Auction/Bidding
785,"Auction/Bidding, Set Collection, Roll / Spin and Move, Commodity Speculation, Worker Placement"
786,"Stock Holding, Trading, Roll / Spin and Move"
787,Tile Placement
788,"Point to Point Movement, Trading, Variable Player Powers, Storytelling"
789,Grid Movement
790,"Action Points, Modular Board"
791,"Hand Management, Trick-taking"
792,Pattern Building
793,"Auction/Bidding, Dice Rolling, Push Your Luck, Betting and Bluffing"
795,"Dice Rolling, Hexagon Grid, Action Points, Roll / Spin and Move, Variable Player Powers, Grid Movement, Three Dimensional Movement, Drafting"
796,"Tile Placement, Trading"
797,Hand Management
798,"Simultaneous Action Selection, Paper-and-Pencil, Simulation"
799,Variable Player Powers
801,"Hexagon Grid, Simulation"
802,Hexagon Grid
803,"Dice Rolling, Hexagon Grid"
804,"Dice Rolling, Modular Board, Roll / Spin and Move, Player Elimination, Take That"
805,"Roll / Spin and Move, Variable Player Powers, Role Playing, Team-Based Game"
806,"Auction/Bidding, Stock Holding, Crayon Rail System"
808,Tile Placement
810,Pattern Building
811,"Set Collection, Tile Placement, Melding and Splaying"
813,Modular Board
814,"Tile Placement, Pattern Building"
815,"Hand Management, Modular Board, Push Your Luck, Deduction, Betting and Bluffing, Solo / Solitaire Game"
816,"Auction/Bidding, Stock Holding, Network and Route Building, Pick-up and Deliver"
819,Trick-taking
820,Modular Board
822,"Area Majority / Influence, Tile Placement, Map Addition"
823,"Dice Rolling, Hand Management, Set Collection, Variable Player Powers, Cooperative Game"
824,Pattern Building
825,"Dice Rolling, Simultaneous Action Selection, Team-Based Game"
826,"Hand Management, Action Points, Modular Board, Race, Resource to Move, Track Movement, Catch the Leader"
827,"Area Majority / Influence, Stock Holding"
828,"Modular Board, Variable Player Powers, Cooperative Game, Pick-up and Deliver"
829,"Hand Management, Take That"
831,"Voting, Commodity Speculation, Secret Unit Deployment"
833,"Dice Rolling, Point to Point Movement, Simulation, Campaign / Battle Card Driven"
836,"Auction/Bidding, Pick-up and Deliver"
840,"Area Majority / Influence, Dice Rolling, Hand Management, Modular Board"
841,"Auction/Bidding, Simultaneous Action Selection, Negotiation, Betting and Bluffing"
843,Variable Player Powers
847,"Square Grid, Grid Movement, Player Elimination, Secret Unit Deployment, Team-Based Game, Static Capture, Line of Sight"
848,Real-Time
849,"Modular Board, Dexterity"
852,"Dice Rolling, Memory"
853,Simultaneous Action Selection
854,"Area Majority / Influence, Auction/Bidding, Simultaneous Action Selection, Betting and Bluffing"
855,"Area Majority / Influence, Tile Placement, Action Points, Layering"
856,Tile Placement
857,Hand Management
858,Trick-taking
859,"Hand Management, TableauBuilding"
860,"Dice Rolling, Hexagon Grid, Simulation"
861,"Dice Rolling, Action Points, Roll / Spin and Move, Area Movement, Dexterity"
865,"Auction/Bidding, Roll / Spin and Move"
866,Negotiation
867,"Modular Board, Network and Route Building"
869,"Dice Rolling, Pattern Recognition"
870,"Area Majority / Influence, Trading, Campaign / Battle Card Driven, Physical"
871,Dexterity
872,Tile Placement
873,Tile Placement
875,"Modular Board, Network and Route Building, Grid Movement, Pick-up and Deliver, Line Drawing"
876,Dexterity
877,Tile Placement
878,"Hand Management, Set Collection"
879,"Point to Point Movement, Simulation"
882,Betting and Bluffing
883,"Auction/Bidding, Hand Management, Set Collection, Take That"
884,"Tile Placement, Worker Placement"
886,Auction/Bidding
890,Dice Rolling
891,"Roll / Spin and Move, Paper-and-Pencil, Team-Based Game, Line Drawing, Physical"
895,"Dice Rolling, Simultaneous Action Selection"
899,Memory
900,Roll / Spin and Move
902,"Hand Management, Modular Board, Point to Point Movement, Drafting"
903,"Team-Based Game, Dexterity"
904,"Auction/Bidding, Set Collection"
905,Tile Placement
906,"Secret Unit Deployment, Pick-up and Deliver"
908,Grid Movement
909,Dexterity
910,"Hand Management, Tile Placement, Grid Movement"
911,Voting
912,"Dice Rolling, Simulation, Secret Unit Deployment"
914,"Action Points, Solo / Solitaire Game, Area-Impulse"
915,"Dice Rolling, Hand Management, Set Collection, Events, Paper-and-Pencil, Area Movement, Deduction"
916,"Roll / Spin and Move, Memory"
917,Pattern Building
923,Hand Management
925,"Negotiation, Variable Player Powers, Voting, Player Elimination, Role Playing, Deduction, Betting and Bluffing, Team-Based Game, Hidden Roles, Roles with Asymmetric Information, Traitor Game"
927,Real-Time
928,"Set Collection, Deduction"
929,"Hand Management, Ladder Climbing"
931,Team-Based Game
932,"Auction/Bidding, Hand Management, Race, Betting and Bluffing, Predictive Bid, Moving Multiple Units"
933,"Set Collection, Trading"
934,"Auction/Bidding, Tile Placement"
935,"Network and Route Building, Pick-up and Deliver, Crayon Rail System"
936,"Point to Point Movement, Variable Player Powers, Deduction, Secret Unit Deployment, Team-Based Game, Hidden Movement"
937,"Stock Holding, Modular Board, Network and Route Building"
938,"Roll / Spin and Move, Deduction, Memory"
939,"Dice Rolling, Simultaneous Action Selection, Campaign / Battle Card Driven"
940,"Auction/Bidding, Simultaneous Action Selection"
941,Real-Time
942,Simultaneous Action Selection
943,"Pattern Building, Real-Time"
944,"Hand Management, Variable Player Powers, Player Elimination, Take That, Campaign / Battle Card Driven"
947,Real-Time
949,"Network and Route Building, Connections"
950,"Trick-taking, Deduction, Team-Based Game"
951,"Dice Rolling, Simultaneous Action Selection, Paper-and-Pencil, Simulation, Betting and Bluffing, Memory, Track Movement, Physical"
954,Betting and Bluffing
955,"Modular Board, Variable Player Powers"
956,"Auction/Bidding, Dice Rolling, Secret Unit Deployment, Area-Impulse"
957,"Dice Rolling, Hand Management, Race, Variable Set-up, Variable Player Powers, Lose a Turn, Take That"
958,"Auction/Bidding, Betting and Bluffing, Physical"
959,"Dice Rolling, Grid Movement, Scenario / Mission / Campaign Game, Events, Simulation, Solo / Solitaire Game"
963,"Area Majority / Influence, Tile Placement"
964,"Point to Point Movement, Pick-up and Deliver, Dexterity"
965,"Auction/Bidding, Dice Rolling, Roll / Spin and Move, Betting and Bluffing"
975,"Dice Rolling, Once-Per-Game Abilities, Variable Set-up, Roll / Spin and Move, Variable Player Powers, Paper-and-Pencil, Area Movement, Sudden Death Ending, Team-Based Game, Semi-Cooperative Game"
979,"Dice Rolling, Simultaneous Action Selection"
980,"Set Collection, Drafting"
982,"Dice Rolling, Hand Management, Hexagon Grid, Variable Player Powers, Simulation"
983,"Pattern Building, Real-Time"
984,Team-Based Game
986,"Hand Management, Set Collection"
987,"Dice Rolling, Voting, Events, Movement Points, Simulation, Area Movement"
988,"Point to Point Movement, Real-Time, Dexterity"
992,Enclosure
993,"Area Majority / Influence, Action Points"
997,Auction/Bidding
999,"Real-Time, Dexterity, Physical"
1000,"Auction/Bidding, Dice Rolling"
1001,"Dice Rolling, Race, Roll / Spin and Move, Events, Static Capture, Track Movement"
1002,"Trick-taking, Variable Player Powers"
1004,"Dice Rolling, Hand Management, Roll / Spin and Move, Deduction, Memory"
1007,"Negotiation, Team-Based Game, Pick-up and Deliver"
1008,Tile Placement
1011,"Dice Rolling, Set Collection"
1012,"Set Collection, Roll / Spin and Move"
1013,"Auction/Bidding, Simultaneous Action Selection, Commodity Speculation"
1014,"Negotiation, Voting, Area Movement"
1017,Tile Placement
1019,"Negotiation, Variable Player Powers, Betting and Bluffing"
1027,Dice Rolling
1028,Tile Placement
1029,"Auction/Bidding, Simultaneous Action Selection, Area-Impulse"
1031,"Auction/Bidding, Simultaneous Action Selection, Tile Placement, Secret Unit Deployment"
1032,"Dice Rolling, Scenario / Mission / Campaign Game, Events, Paper-and-Pencil, Simulation, Area Movement, Ratio / Combat Results Table, Solo / Solitaire Game"
1033,"Dice Rolling, Hexagon Grid, Movement Points, Simulation, Zone of Control"
1035,"Dice Rolling, Hexagon Grid, Modular Board, Variable Set-up, Grid Movement, Scenario / Mission / Campaign Game, Events, Movement Points, Simulation, Ratio / Combat Results Table, Line of Sight, Critical Hits and Failures"
1036,"Dice Rolling, Hand Management, Stock Holding, Commodity Speculation, Memory"
1037,"Hand Management, Modular Board, Variable Player Powers"
1038,"Tile Placement, Pattern Building"
1041,"Area Majority / Influence, Drafting, I Cut, You Choose"
1042,"Hand Management, Set Collection, Negotiation, Trading, Betting and Bluffing, Take That"
1043,Modular Board
1044,"Simultaneous Action Selection, Hexagon Grid, Modular Board, Variable Set-up, Variable Player Powers, Action Queue, Grid Movement, Scenario / Mission / Campaign Game, Simulation, Three Dimensional Movement, Line of Sight"
1045,Point to Point Movement
1047,Pattern Building
1053,"Auction/Bidding, Dice Rolling"
1054,"Stock Holding, Pick-up and Deliver"
1056,"Auction/Bidding, Drafting"
1063,Auction/Bidding
1065,"Set Collection, Memory"
1066,"Dice Rolling, Variable Player Powers, Area Movement"
1070,"Area Majority / Influence, Roll / Spin and Move, Cooperative Game, Team-Based Game"
1072,Dexterity
1073,"Dice Rolling, Hand Management, Roll / Spin and Move, Grid Movement, Pick-up and Deliver"
1076,Area Majority / Influence
1077,Dice Rolling
1079,Dexterity
1082,Tile Placement
1084,"Auction/Bidding, Set Collection, Tile Placement"
1091,Hand Management
1093,Hand Management
1094,"Hand Management, Point to Point Movement, Hidden Roles"
1095,"Deduction, Memory"
1096,Auction/Bidding
1098,"Dice Rolling, Variable Player Powers, Area Movement"
1099,Memory
1105,Memory
1107,"Hand Management, Trick-taking"
1110,"Set Collection, Trading"
1111,"Team-Based Game, Real-Time, Communication Limits"
1115,"Set Collection, Player Elimination, Betting and Bluffing"
1116,Trick-taking
1117,"Auction/Bidding, Hand Management, Simultaneous Action Selection, Set Collection, Trading, Betting and Bluffing, Memory"
1120,Roll / Spin and Move
1125,"Area Majority / Influence, Auction/Bidding, Dice Rolling"
1126,"Variable Player Powers, Take That"
1127,"Dice Rolling, Hand Management, Drafting"
1130,"Hexagon Grid, Roll / Spin and Move, Betting and Bluffing"
1132,"Deduction, Memory, Secret Unit Deployment, Pick-up and Deliver"
1133,"Area Majority / Influence, Negotiation, Trading, Roll / Spin and Move, Voting"
1136,"Tile Placement, Modular Board, Role Playing"
1138,"Variable Player Powers, Cooperative Game"
1140,Pick-up and Deliver
1142,"Square Grid, Grid Movement"
1143,"Area Majority / Influence, Negotiation, Voting"
1144,"Dice Rolling, Set Collection, Roll / Spin and Move, Role Playing, Deduction"
1145,"Tile Placement, Modular Board, Variable Player Powers, Role Playing, Deduction, Storytelling"
1146,"Dice Rolling, Point to Point Movement, Voting, Area Movement, Campaign / Battle Card Driven"
1147,"Roll / Spin and Move, Team-Based Game, Pick-up and Deliver"
1148,"Dice Rolling, Set Collection, Modular Board"
1149,"Dice Rolling, Variable Player Powers, Role Playing, Time Track"
1150,"Dice Rolling, Action Points, Square Grid, Grid Movement"
1152,"Modular Board, Trading, Race, Variable Set-up, Variable Player Powers, Grid Movement"
1155,"Area Majority / Influence, Auction/Bidding"
1156,"Variable Player Powers, Cooperative Game, Team-Based Game"
1157,"Hand Management, Betting and Bluffing, Take That, Map Reduction"
1159,"Area Majority / Influence, Auction/Bidding, Dice Rolling, Hand Management, Victory Points as a Resource, Variable Player Powers, Area Movement"
